6740,8,7920,264,40,1,0,0,0
6812,8,7992,216,40,1,0,0,0
6812,8,7992,264,40,1,0,0,0
5108,5,6288,600,20,1,0,0,0
5156,5,6336,600,20,1,0,0,0
5204,5,6384,600,20,1,0,0,0
5444,5,6624,768,20,1,0,0,0
5540,5,6720,768,20,1,0,0,0
5636,5,6816,768,20,1,0,0,0
5732,5,6912,768,20,1,0,0,0
5828,5,7008,768,20,1,0,0,0
5924,5,7104,768,20,1,0,0,0
5972,5,7152,504,20,1,0,0,0
5972,5,7152,240,20,1,0,0,0
6020,5,7200,504,20,1,0,0,0
6020,5,7200,240,20,1,0,0,0
6068,5,7248,504,20,1,0,0,0
6068,5,7248,240,20,1,0,0,0
6380,5,7560,768,20,1,0,0,0
6428,5,7608,768,20,1,0,0,0
6476,5,7656,768,20,1,0,0,0
6524,5,7704,768,20,1,0,0,0
6644,4,7824,768,20,1,0,0,0
6692,4,7872,768,20,1,0,0,0
